,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
29879,198701060007,1987,1,6,,0,,217,United States,1,North America,Illinois,Rockford,42.271817,-89.094544,1.0,0,,"1/6/1987: David Holman set a fire at the Northern Illinois Women's Center in Rockford, Illinois, United States.  There were no casualties but the abortion clinic sustained $300 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Northern Illinois Women's Center,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Illinois.,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),300.0,Minimal damage,0.0,,,,,,,0.0,,,,,,,,,"This was one of five total attacks against the Northern Illinois Women's Center in seven month period (198605130017, 198610310007, 198612100008, and 198611250003).  David Holman was convicted of setting the fire in this incident as well as two others (198612100008 and 198611250003).  The abortion clinic had previously been the subject of many picketers.","""Clinic Fire Suspect,"" Pittsburgh Press, January 13, 1987.","John O'Brien, ""Janitor Charged In Arson At  Abortion Clinic,"" Chicago Tribune, January 14, 1987.","""White House Aid Quits,"" St. Petersburg Times, January 14, 1987.",Anti-Abortion Project 2010,-9,-9,0,-9,
30065,198701270007,1987,1,27,,0,,217,United States,1,North America,Minnesota,Minneapolis,44.964985,-93.260193,1.0,0,,"1/27/1987: Mark J. Bundlie set fire to the door at the Midwest Health Center for Women in Minneapolis, Minnesota, United States.  There were no casualties but the abortion clinic sustained $1,500 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Midwest Health Center for Women,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Minnesota.,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),1500.0,,0.0,,,,,,,0.0,,,,,,,,,,"Chuck Haga, ""Clinic Firebombing Stirs Fear of Emerging Pattern,"" Star Tribune, September 19, 1987.","Chuck Haga, ""A Look Back: The Struggle Has Been Long and Bitter in Minnesota,"" Star Tribune, July 4, 1989.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.",Anti-Abortion Project 2010,-9,-9,0,-9,
30228,198702200015,1987,2,20,,0,,217,United States,1,North America,Utah,Salt Lake City,40.759505,-111.888229,1.0,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,CAAMS Inc.,"Gary Wright, Vice President, CAAMS Inc.",217.0,United States,,,,,,,,,,,,,,,,,Anti-Technology extremists,,,,,,,0.0,,,1,1.0,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Bomb in wooden casing,0.0,0.0,,1.0,1.0,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,HSI,-9,-9,0,-9,
30242,198702230003,1987,2,23,,0,,217,United States,1,North America,Ohio,Cincinnati,39.103175,-84.511981,1.0,0,Outside of building,"2/23/1987: John Alan Brockhoeft placed a pipe bomb outside of the Margaret Sanger Center of Planned Parenthood clinic in Cincinnati, Ohio, United States.  The bomb was discovered and subsequently removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,5,Abortion Related,40.0,Clinics,Planned Parenthood,Margaret Sanger Center of Planned Parenthood,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Ohio.,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,The abortion clinic was previously the subject of many protests.,"""Pipe Bomb Found at Abortion Clinic,"" Associated Press, February 23, 1987.","""Abortion Foe is Charged in 1985 Bombing,"" Daily News, June 21, 1990.","Benjamin Marrison, ""Woman Indicted In Fires At Local Abortion Clinics,"" Toledo Blade, October 28, 1987.",Anti-Abortion Project 2010,-9,-9,0,-9,
30363,198703020005,1987,3,2,,0,,217,United States,1,North America,California,Laguna Niguel,33.522526,-117.707553,1.0,0,,"3/2/1987: Dean Harvey Hicks, the sole member of Up the IRS, Inc, fired homemade mortars at the Chet Holifield Federal Building which housed several Internal Revenue Service offices in Laguna Niguel, California, United States.  Due to a design flaw, no shells exploded and the building did not sustain any damages.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Building housing Internal Revenue Service offices,"Internal Revenue Service building, Laguna Niguel California",217.0,United States,,,,,,,,,,,,,,,,,"Up the IRS, Inc",,,,,,To protest the IRS and the taxation system of the United States government,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Five mortar shells consisting of small pipe nipples launched from a homemade firing device,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"In 1991, Dean Harvey Hicks pled guilty to committing this attack.  Over a year after this incident, Hicks was accused of placing a pipe bomb at a utility pole that supplied power to the Chet Holifield Federal Building (198807080006).","United States Court of Appeals for the Ninth Circuit, ""United States of America v. Dean Harvey Hicks,"" No. 92-50127, June 28, 1993","Brent L. Smith and Kelly R. Damphousse, ""Pre-Incident Indicators of Terrorist Incidents; The Identification of Behavioral, Geographic, and Temporal Patterns of Preparatory Conduct,"" United States Department of Justice, May 2006.","""Orange County Electrical Engineer Pleads Guilty to IRS Bombings,"" Business Wire, August 14, 1991.",Hewitt Project,0,0,0,0,
30409,198703080007,1987,3,8,,0,,217,United States,1,North America,Ohio,Toledo,41.67086,-83.543846,1.0,0,,"3/8/1987: Marjorie Reed set fire to the Toledo Medical Services in Toledo, Ohio, United States.  There were no casualties but the building sustained $1,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Toledo Medical Services,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Ohio.,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),1000.0,,0.0,,,,,,,0.0,,,,,,,,,This was the third time in a two year period that Marjorie Reed set a fire at the Toledo Medical Services abortion clinic (198512310002 and 198706080015).,"Benjamin Marrison, ""Woman Indicted In Fires At Local Abortion Clinics,"" Toledo Blade, October 28, 1987.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.",Anti-Abortion Project 2010,-9,-9,0,-9,
31215,198706080015,1987,6,8,,0,,217,United States,1,North America,Ohio,Toledo,41.67086,-83.543846,1.0,0,,"6/8/1987: Marjorie Reed set fire to the Toledo Medical Services in Toledo, Ohio, United States.  There were no casualties but the building sustained $200 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Toledo Medical Services,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Ohio.,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,"Authorities believed the fire was ignited using xylene, a chemical in cleaning solvents.",0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),200.0,Exterior of clinic damaged.,0.0,,,,,,,0.0,,,,,,,,,Authorities were first notified of the fire at 5:06 AM.  This was the third time in a two year period that Marjorie Reed set a fire at the Toledo Medical Services abortion clinic (198512310002 and 198703080007).,"Benjamin Marrison, ""Woman Indicted In Fires At Local Abortion Clinics,"" Toledo Blade, October 28, 1987.","""Arrest Anti-Abortion Activist,"" The Bryan Times, October 18, 1989.","""Activist Faces Prison, Fines For Setting Abortion Clinic Fires,"" Columbus Dispatch, January 28, 1992.",Anti-Abortion Project 2010,-9,-9,0,-9,
31682,198707270004,1987,7,27,,0,,217,United States,1,North America,California,San Diego,32.715695,-117.161719,1.0,0,Bomb placed underneath stairwell of building.,"7/27/1987: Eric Everett Svelmoe placed a bomb at the Family Planning Associates Medical Group clinic in San Diego, California, United States.  The bomb at the abortion clinic was discovered by authorities and subsequently removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,5,Abortion Related,40.0,Clinics,"Family Planning Associates, INC.",Family Planning Associates Medical Group,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in California.,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,Pipe bomb taped to two gallon can of gasoline.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"Eric Svelmoe placed the bomb inside the abortion clinic at 3:00 AM.  Shortly after, he was arrested by authorities.","Gene Yasuda, ""Man Held In Bomb Attempt on Family Planning Clinic,"" Los Angeles Times, July 28, 1987.","David Hasemyer and William Polk, ""Pistol Traced to the Son of Jailed Pastor,"" San Diego Union-Tribune, December 10, 1987.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Anti-Abortion Project 2010,-9,-9,0,-9,
33171,198801160009,1988,1,16,,0,,217,United States,1,North America,Utah,Marion,40.674759,-111.280869,1.0,0,Wasatch Mountains,"1/16/1988: Addam Swapp bombed the Kamas Stake Center, a meeting house for Latter Day Saints congregations, in Marion, Utah, United States.  There were no casualties but the building was destroyed at a cost of $1.5 million.  Swapp was commemorating the nine-year anniversary of the death of John Singer, his father-in-law and a fellow excommunicated member of the LDS Church, who was killed by the police as they attempted to arrest him.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Latter Days Saints church,Kamas Stake Center in Marion Utah,217.0,United States,,,,,,,,,,,,,,,,,Mormon Extremist,,,,,,To commemorate Mormon radical John Singer and to protest the LDS Church. It is also suspected that Swapp hoped that his actions would lead to the resurrection of John Singer.,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,50 pounds of dynamite with a booster of ammonium nitrate,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Major (likely >= $1 million but < $1 billion),1500000.0,Building destroyed,0.0,,,,,,,0.0,,,,,,,,,"The bomb exploded around 3:00 AM.  Over one year before the incident, Addam Swapp accused thirteen people in Marion of being responsible for John Singer's death and called the LDS Church 'evil.'  Immediately after the bombing, Swapp stuck a spear into church property with nine feathers to symbolize the nine years it had been since Singer's death.  Swapp refused to surrender to authorities and holed up on his property with thirteen other relatives.  The stand-off lasted thirteen days and one police officer died during the confrontation.","""Standoff Goes On at Polygamist's Utah Compound,"" New York Times, January 19, 1988.","Utah Highway Patrol History, ""1980 - 1989 / Return to Marion,"" Utah Department of Public Safety, 2010.","""Domestic News,"" United Press International, January 16, 1988.",Hewitt Project,-9,-9,0,-9,
33290,198801290008,1988,1,29,,0,,217,United States,1,North America,Washington,Everett,47.976575,-122.206419,1.0,0,Rear door of facility,"1/29/1988: An unidentified male ignited a fire at the Planned Parenthood of Everett clinic in Everett, Washington, United States.  There were no casualties but a rear door sustained minor damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,Planned Parenthood,Planned Parenthood of Everett,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Washington.,0.0,,,0,1.0,-99.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,Fire ignited with flammable liquid,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Minor damage to rear door.,0.0,,,,,,,0.0,,,,,,,,,"The attack took place around 3:30 AM.  A man, believed to be the perpetrator, was seen running from the scene shortly after the fire was ignited.  The abortion had previously been the subject of weekly picketers.","""Everett: Planned Parenthood Center Damaged,"" Spokane Chronicle, January 29, 1988.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Anti-Abortion Project 2010,-9,-9,0,-9,
34599,198806000001,1988,6,0,,0,,217,United States,1,North America,California,Long Beach,33.766725,-118.192399,1.0,0,,"6/0/1988:  Shannon Taylor set a fire at the Women's Family Planning & Abortion Counseling Clinic in Long Beach, California, United States.  There were no casualties and the fire caused only minimal damage.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Women's Family Planning & Abortion Counseling Clinic,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in California.,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,0.0,,,,,,,,,Shannon Taylor set a fire at the same abortion clinic three months later (198810090009).,"""Local News Brief: Alleged Abortion Foe Held in Arson,"" Los Angeles Times, October 11, 1988.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.",Anti-Abortion Project 2010,-9,-9,0,-9,
35028,198807080006,1988,7,8,,0,,217,United States,1,North America,California,Laguna Niguel,33.522526,-117.707553,1.0,0,,"7/8/1988: Dean Harvey Hicks, the sole member of Up the IRS, Inc, was suspected of placing a pipe bomb on a high-voltage power pole in the hills near Laguna Niguel, California, United States.  The bomb was discovered and subsequently removed.  The power lines provided service to the Chet Holifield Federal Building which housed Internal Revenue Service offices.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Utility pole that provided electricity to an office of the Internal Revenue Service,"Internal Revenue Service building, Laguna Niguel California",217.0,United States,,,,,,,,,,,,,,,,,"Up the IRS, Inc",,,,,,To protest the IRS and the taxation system of the United States government,1.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,14.0,Time Fuse,,,,,,,,,,,,,An Improvised Explosive Device consisting of three canisters of ammonium nitrate-fuel oil and one pipe bomb connected to a timing mechanism and buried at the bottom of the utility pole.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,Reports conflict as to whether Dean Harvey Hicks  confessed to this incident in 1991.  Hicks pled guilty for firing mortars at the Chet Holifield Federal Building in 1987 (198703020005).,"Brent L. Smith and Kelly R. Damphousse, ""Pre-Incident Indicators of Terrorist Incidents; The Identification of Behavioral, Geographic, and Temporal Patterns of Preparatory Conduct,"" United States Department of Justice, May 2006.","Ronald L. Soble, ""Costa Mesa Man Admits 8 IRS Bombings Investigation,"" Los Angeles Times, July 12, 1991.",,Hewitt Project,0,0,0,0,
35656,198809140004,1988,9,14,,0,,217,United States,1,North America,Virginia,Richmond,37.5407,-77.433654,1.0,0,,,1,1,1,0,,,0,1,0,5,Hostage Taking (Barricade Incident),,,,,4,Military,28.0,Military Recruiting Station/Academy,Military Recruiting Center,U.S. Military,217.0,United States,,,,,,,,,,,,,,,,,Lebanese Man,,,,,,,0.0,,,0,1.0,,,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Firearm,0.0,0.0,,0.0,0.0,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,HSI,1,1,0,1,
35683,198809190006,1988,9,19,,0,,217,United States,1,North America,California,Los Angeles,34.097866,-118.407379,1.0,0,11500 West Olympic Blvd.,"9/19/1988: Dean Harvey Hicks, the sole member of Up the IRS, Inc, parked a car filled with explosives in the basement of the Olympic Plaza Building which housed Internal Revenue Service offices in Los Angeles, California, United States.  Only one of the bombs detonated.  The where no casualties and damages were limited to the car itself.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Building housing Internal Revenue Service offices,"Internal Revenue Service offices, Los Angeles California",217.0,United States,,,,,,,,,,,,,,,,,"Up the IRS, Inc",,,,,,To protest the IRS and the taxation system of the United States government,0.0,,,0,1.0,1.0,1.0,1.0,Letter,,,,,,,,2,Chemical,30.0,Explosive,,,,,,,,,,,,,"Six pipe bombs placed in the car.   Also, gasoline cans and bottles filled with ammonia and bleach placed in the trunk that, if ignited, would release a toxic cloud.  There was also a water heater filled with a mixture of ammonium nitrate and fuel oil placed in the car.  Additionally, the car was booby-trapped to detonate if it was moved.",0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Car was damaged,0.0,,,,,,,0.0,,,,,,,,,"This incident took place at 9:00 AM.   Dean Harvey Hicks claimed this incident on behalf of Up the IRS, Inc in a letter to City National Bank and a local newspaper.  In 1991, Hicks pled guilty to committing this attack.  Six months after this incident, Hicks bombed at utility poles that he erroneously believed supplied power to the Olympic Plaza Building (198903200009).","United States Court of Appeals for the Ninth Circuit, ""United States of America v. Dean Harvey Hicks,"" No. 92-50127, June 28, 1993","""Terrorism in the United States 1988,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1988.","Brent L. Smith and Kelly R. Damphousse, ""Pre-Incident Indicators of Terrorist Incidents; The Identification of Behavioral, Geographic, and Temporal Patterns of Preparatory Conduct,"" United States Department of Justice, May 2006.",Hewitt Project,0,0,0,0,
